Name,Price,Old,Discount,Stars_and_reviews
Danny Home Shinning Crystal Whiskey Glass Set Of 4 (1988-67),KSh 840, , , 
UR Fashion 19-Inch High Quality Multifunctional Large Capacity Business College School Travel Laptop Backpack - Grey,"KSh 2,299", , , 
Sundabest Classy High Quality Dinner Plates 6 Pcs (5972),KSh 930, , ,3 out of 5(1)
U&I Chill Series Neckband Bluetooth Headset - Black,KSh 799,"KSh 1,500",47%, 
LASA Storage Ottoman Foot Stool Seat With Wood Legs,"KSh 3,450","KSh 5,160",33%,5 out of 5(1)
Revlon So Fierce Mascara,"KSh 2,862", , ,4 out of 5(4)
Defacto Man Smart Casual Slim Fit Short Sleeve Knitted Polo T-Shirt - Beige,"KSh 1,401","KSh 2,546",45%,4.8 out of 5(4)
Ramtons RM/587- Oven Toaster 55LT- Black (1YR WRTY),"KSh 18,700", , ,4.3 out of 5(23)
Ramtons RF/402 - 50X60 3 Gas + 1 Electric Cooker - Silver (1YR WRTY),"KSh 48,600", , ,4.5 out of 5(17)
Maybelline Superstay Matte Ink Liquid Lipstick - 75 Fighter,"KSh 2,400", , ,4 out of 5(36)
Jbl Wind 3 FM Bluetooth Handlebar Speaker - Black,"KSh 7,749", , , 
Beefeater Beefeater London Dry Gin - 750ml,"KSh 2,690","KSh 2,886",7%,4.7 out of 5(26)
Funskool Travel Ludo,"KSh 1,000", , ,3 out of 5(1)
Dr. Rashel Peach Plumping & Hydrating Lip Balm,KSh 600, , ,3.5 out of 5(11)
Dettol Dettol Soap Cool 125g,KSh 191,KSh 200,5%,5 out of 5(2)
Rashnik RN-8016 Solar Light 60w 96,"KSh 2,300", , ,3.3 out of 5(4)
Defacto Woman Young Regular Fit Knitted Trousers - Black,"KSh 1,148","KSh 2,294",50%,3.8 out of 5(4)
Harpic Harpic Toilet Cleaner: Lemon 1000ml,"KSh 1,150", , ,5 out of 5(1)
Dr. Rashel Vitamin A Retinol Age-Defying & Skincare 12Pc Full Kit,"KSh 5,000", , , 
LASA 3.5 MM Audio Cable Male To Male - 1.8M,KSh 550,KSh 795,31%,5 out of 5(2)
"Sandisk Extreme SDHC UHS-I Card 128GB SD For Camera 180 MB/S Supports 4K UHD Read, 1YR WRTY","KSh 4,499", , ,4 out of 5(1)
Domestos Domestos Original 1L,KSh 849, , ,5 out of 5(1)
Omo Hand Washing Powder Extra Fresh - 1kg,KSh 400, , ,4.5 out of 5(4)
Aworky Limited 3Pcs Bathroom Mat Set Velvet,"KSh 1,500", , ,4.5 out of 5(4)
"Promate Clix-8 2.4Ghz Wireless Optical Mouse, 1YR WRTY",KSh 900, , , 
VERSMAN Cool Lotion - 400ml,KSh 520, , ,4.8 out of 5(10)
"Vision Plus Power Bank 10000mAh VPPB10D - Black, (1YR WRTY)","KSh 1,885","KSh 2,720",31%, 
WK 03 3.1 CH Multimedia Speaker System 3000watts Orange,"KSh 6,000","KSh 8,500",29%, 
"Maybelline Lifter Gloss Hydrating Lip Gloss With Hyaluronic Acid, Copper","KSh 2,000", , ,4.6 out of 5(17)
Adidas Future Icons 3-Stripes T-Shirt Boys,"KSh 1,755","KSh 3,809",54%,5 out of 5(3)
U&I Wireless Earbuds - Jump Series,"KSh 1,299","KSh 2,500",48%,4 out of 5(2)
Defacto Woman Comfort Fit Crew Neck Knitted Short Sleeve T-Shirt - Black,KSh 502,"KSh 1,254",60%,3.5 out of 5(4)
Boma AIR FRYER BM-068A,"KSh 5,555", , ,4 out of 5(1)
Ramtons RM/596-Hot And Normal Table Top Water Dispenser (1YR WRTY),"KSh 6,800", , ,4.5 out of 5(2)
Adidas Essentials Embroidered Small Logo T-Shirt Men,"KSh 1,905","KSh 3,809",50%,4.9 out of 5(8)
Adidas Train Essentials Base 3-stripes Training T-shirt,"KSh 2,554","KSh 5,108",50%,5 out of 5(2)
"Gld 75"" Smart Vidaa OS Frameless Ultra HD LED Television - Black.","KSh 100,543","KSh 110,000",9%, 
Adidas Cotton Graphic T-Shirt Boys,"KSh 1,715","KSh 3,429",50%,5 out of 5(1)
Dr. Rashel Aloe Vera Soothe & Moisture Lip Balm,KSh 480,KSh 600,20%,3.3 out of 5(3)
LASA 12x42 HD Adjustable Focus Binoculars For Adults - Waterproof,"KSh 3,950", , ,4 out of 5(1)
Danny Home Paradis 6 Pcs Whiskey Glasses ( 1988-26),"KSh 1,020", , ,5 out of 5(1)
Dr. Rashel Sun Protection Kit(2PC),"KSh 1,380","KSh 2,000",31%,4 out of 5(1)
L'Oréal Paris Infallible 24H More Than Concealer 334 Walnut,"KSh 1,435","KSh 2,050",30%, 
Joerex Snake Skateboard (flexible) With Bag,"KSh 4,600", , , 
"WK 06 2.1 CH Subwoofer Speaker System,SD/BT/FM/AUDIO","KSh 4,670","KSh 6,000",22%, 
Maybelline Fit Me Matte And Poreless Foundation -312 GOLDEN,"KSh 1,700", , ,4.1 out of 5(69)
Reflex ADULT DOG FOOD LAMB  RICE & VEG. 15KG,"KSh 12,075", , ,5 out of 5(3)
Miniso 1200mAh Inbuilt Battery Table Lamp - White,"KSh 1,438", , ,5 out of 5(1)
Maybelline New York Superstay Hybrid Powder - Foundation Shade 48,"KSh 2,650", , ,5 out of 5(1)
"Freeyond F9,3GB+128GB,6.52"", 13.0MP,4G Smartphone 5000mAh Dual SIM Android Phone","KSh 11,900","KSh 19,990",40%,3.9 out of 5(44)
KISSKIDS Dark Blue Baby Diaper Low Count (3 - 6 Kg) S 11pcs,KSh 129, , ,5 out of 5(1)
Sony Xb100 Wireless Bluetooth Speaker - Black,"KSh 8,900", , , 
Power King Heavy Duty 6-way Power/Socket Extension Cable,KSh 520,KSh 550,5%,4.1 out of 5(139)
Superfoam Morning Glory Heavy Duty Quilted Mattress,"KSh 6,316 - KSh 22,105", , ,5 out of 5(1)
"U&I Enc Air 02 Earbuds, White","KSh 1,399","KSh 2,500",44%,5 out of 5(1)
Miniso Vitamin Series Facial Sheet Mask (VE),KSh 199, , , 
Defacto Woman Young Relax Fit Woven Short Sleeve Shirt - Brown,"KSh 1,616","KSh 3,231",50%, 
L'Oréal professionnel Scalp Advanced Anti-Discomfort Dermo-Regulator  Shampoo,"KSh 2,488", , ,5 out of 5(2)
Velvex Premium Kitchen Towel Pink Jumbo Pack,KSh 565, , ,5 out of 5(4)
Carex Carex Antiseptic Lime Fresh - 250ml,KSh 473, , ,5 out of 5(2)
Rashnik RN-339 ROUND GRATER 4 IN 1,KSh 839,KSh 840,1%, 
Dr. Rashel Vit C Exfoliating & Brightening Face & Body Scrub,"KSh 1,200", , ,4.8 out of 5(4)
Solarmax 100AH RECHARGEABLE LEAD ACID BATTERY,"KSh 8,400","KSh 16,000",48%,1.5 out of 5(2)
Adidas Alliver M Men Running Shoes,"KSh 3,841","KSh 11,008",65%,5 out of 5(1)
Mara Amla Oil Infusion ( Infused In Coconut Oil) -250ml,KSh 750, , ,4.4 out of 5(13)
LASA FOLDING TABLE SERVING STAND,"KSh 3,950","KSh 5,350",26%,5 out of 5(1)
Livelle Livelle Toilet Tissue Twins,KSh 110, , ,2 out of 5(1)
Miniso Men's Low-cut Socks-2 Pairs,KSh 259, , ,5 out of 5(1)
LASA Abdominal And Back Trainer 6 In 1 - Body Trainer,"KSh 12,150","KSh 18,500",34%,4 out of 5(1)
Red Berry RSF503 - Insulated Double Wall Vacuum Flask - 500ml - Pink.,KSh 780, , ,5 out of 5(2)
"LASA CE-LINK USB Printer & Scanner 3m Cable For HP, Canon, Epson & Samsung",KSh 500,KSh 960,48%,5 out of 5(1)
Royco Cardamom Ground Spice 45g,KSh 245, , , 
Maybelline Fit Me Matte And Poreless Foundation 30 Ml - 348 GOLDEN,"KSh 1,700", , ,4.6 out of 5(33)
Google Chrome Cast Tv - White,"KSh 9,900", , , 
Miniso Women’s Ankle No-Show Socks  3 Pairs Watermelon,KSh 399, , , 
Nunix Table Top Cookers Glass,"KSh 2,750", , ,5 out of 5(1)
Adidas Loungewear Essentials 3-Stripes Leggings Women,"KSh 3,255","KSh 6,509",50%,4.5 out of 5(4)
Kings KING PLUS ADULT CAT FOOD LAMB & RICE 1KG,"KSh 1,145", , , 
LASA Nightstand Side End Table With Open Shelf,"KSh 6,550","KSh 9,950",34%, 
Valon Valon Lotion Aloe 200ml,KSh 142, , , 
Dove Dove Hair Conditioner Intensive Repair - 350ml,KSh 794,KSh 795,1%,5 out of 5(2)
Nice & Soft Toilet Paper White 10 Pack Unwrapped,KSh 439,KSh 575,24%,4.6 out of 5(83)
Maybelline Superstay Vinyl Ink 20 Coy,"KSh 2,795", , ,4.6 out of 5(11)
Huggies Huggies Little Swimmers (2) Conv S3-4 Dest 12x8,"KSh 1,148","KSh 1,149",1%,5 out of 5(2)
Umbro Backpack Paton Size L,"KSh 2,700", , ,3 out of 5(2)
Dr. Rashel Honey & Shea Butter Lip Balm,KSh 490,KSh 650,25%,3.6 out of 5(5)
Adidas Run Falcon 2.0 Shoes Women,"KSh 6,712","KSh 9,589",30%,4.7 out of 5(27)
LASA 9 Cube Wire Metal Grid Bookcase Shelf Storage Cabinet Organizer,"KSh 4,050","KSh 6,950",42%, 
Maybelline New York SuperStay Hybrid powder - foundation Shade 30,"KSh 2,650", , ,5 out of 5(1)
EDENBERG EB-5637 – 12pcs Forged Cookware Set Diamond Design,"KSh 14,829","KSh 15,600",5%,5 out of 5(1)
Velvex Premium Kitchen Towel Pink Twin Pack,KSh 385, , ,4.8 out of 5(119)
"Huggies Dry Comfort , Size 3 (5-9 Kgs) ,Count 36","KSh 1,148","KSh 1,149",1%,4.8 out of 5(9)
Danny Home 10 Inch/ 25 Cm Green Leaf Rectangular Porcelain Bakeware (Asc002-kp1),KSh 792, , , 
Revlon ColorStay 2 In 1 Compact Makeup & Concealer Medium Beige,"KSh 2,525", , ,3.9 out of 5(8)
Dettol Dettol Soap Cool 6s Pack on 90gm - 25% OFF,KSh 810,KSh 860,6%, 
Defacto Girl Casual BackPack - Karma,"KSh 1,903","KSh 3,805",50%,4 out of 5(2)
EDENBERG EB-3607 7PCS Kitchen Tools Set with Small Black Stand Holder -Red & Black,"KSh 1,320", , ,5 out of 5(1)
Gold Touch Oily Skin - 50g,KSh 270, , ,4 out of 5(3)
"Samsung Adapter 15w, Travel Charger - Black","KSh 2,700", , , 
Dettol Dettol Multi Action Cleaner Rose 900ml,KSh 750, , , 
Velvex Window & Glass Cleaner Ocean Fresh 530ml,KSh 133,KSh 190,30%, 
LASA 3 Tier Bamboo Shoe Bench Storage Shelf,"KSh 4,650","KSh 5,500",15%,5 out of 5(1)
"Vivo Y17s - 6.56'', 6GB RAM + 128GB ROM - (Dual SIM) - 5000mAh - Forest Green 2YRs WRTY, (2YRs WRTY)","KSh 17,999","KSh 35,000",49%, 
LASA Portable Laundry Basket With Rolling Wheels,"KSh 3,050","KSh 4,500",32%,5 out of 5(1)
LASA 3-Drawer Storage - Gold / White,"KSh 4,250","KSh 7,865",46%,4 out of 5(1)
Red Berry RSF501 Insulated Double Wall Vacuum Flask – 500ml - Black,KSh 720, , ,1 out of 5(2)
Protex Protex Herbal 90g,KSh 154, , ,5 out of 5(2)
Adidas Tensaur Sport 2.0 K Kids Training Lace Shoes,"KSh 4,348","KSh 6,211",30%,5 out of 5(1)
Revlon Ultra HD Matte Lip Color- 635 Hd Passion,"KSh 1,250","KSh 2,481",50%,4.2 out of 5(11)
Revlon ColorStay Makeup Combination/Oily Skin SPF15 30ml-Nude,"KSh 3,273", , ,3 out of 5(1)
Miniso High Quality Earphones Headset Stereo Headphones,KSh 359, , ,4.8 out of 5(8)
UMIDIGI Air Buds U Wireless Earbuds Bluetooth Earphone-Red,KSh 999,"KSh 1,800",45%, 
Danny Home 10 Inch/ 25 Cm Green And Brown Leaf Rectangular Porcelain Bakeware (Asc008-kp1),KSh 792, , ,1 out of 5(1)
Durex Durex 2-in-1 Play Massage Lube & Massage Gel - 200ml,"KSh 1,708","KSh 1,789",5%,4 out of 5(4)
Adidas Alliver M Men Running Shoes,"KSh 3,841","KSh 11,008",65%,3 out of 5(1)
Bonnie ADULT CAT FOOD – LAMB & RICE 1.5KG,"KSh 1,920", , , 
Vivo Y03 - 6.56'' - 4GB RAM + 128GB ROM - Dual SIM - 5000mAh -  Gem Green  (2YR WRTY),"KSh 14,999","KSh 19,999",25%, 
"EDENBERG 7 Pc Knife Set With Titanium Blade, Acacia Wooden Block And Stainless Steel And Rubber Handle (Eb-11029 Green)","KSh 3,600", , , 
Dr. Rashel Collagen & Charcoal Black Soap - 100g,KSh 500, , ,3.8 out of 5(11)
Nice & Lovely Blow Out Relaxer 140ml,KSh 285, , ,4.7 out of 5(3)
U&I Capital Series Neckband Bluetooth Headset -Black,KSh 799,"KSh 1,500",47%, 
UR Fashion 19-Inch High Quality Multifunctional Large Capacity Business College School Travel Laptop Backpack - Grey,"KSh 2,299", , , 
Nice & Lovely Nice & Lovely Body Milk Cream Lotion 850ml,KSh 715, , , 
EDENBERG EB-5632 – 10pcs Cookware Sets,"KSh 15,970","KSh 16,800",5%,4.5 out of 5(2)
Adidas Duramo SL Women Running Shoes,"KSh 5,130","KSh 10,260",50%,4.8 out of 5(4)
Adidas FLODEAN SHOES MEN,"KSh 8,417", , ,1 out of 5(1)
Adidas Vultrun M Men's Running Shoes,"KSh 4,168","KSh 12,800",67%,5 out of 5(3)
"LASA Large Crawling Floor Play Game Mat 0,5CM Thick","KSh 2,200","KSh 3,300",33%,5 out of 5(1)
Itel TWS BUDSNEO Noise Cancellation,"KSh 1,200","KSh 1,800",33%,2 out of 5(1)
Maybelline Fit Me Matte And Poreless Foundation 30 Ml Warm Golden 326,"KSh 1,790", , ,4.6 out of 5(9)
Mortein Mortein Doom PowerGuard Aik Lemon – 400ml,"KSh 1,300", , ,5 out of 5(1)
Ashanti-Q Ashantiq Finishing Serum - 240ml,KSh 979, , ,5 out of 5(2)
Ramtons RM/179 - Dry Iron - White (1YR WRTY),"KSh 2,180", , ,4.4 out of 5(27)
Aworky Limited Door Mat(Tuftin),KSh 799 - KSh 999,"KSh 1,000 - KSh 1,200",20%,4 out of 5(1)
Adidas GLOSSATE FLIP FLOPS MEN,"KSh 2,371","KSh 4,741",50%, 
Body Sculpture A Pair Of 5kg Smart Vinyl Dumbbell,"KSh 4,100", , ,4.6 out of 5(43)
Velvex Window & Glass Cleaner Odourless 530ml.,KSh 152,KSh 190,20%, 
Defacto Boy Casual Regular Fit Crew Neck Knitted Short Sleeve T-Shirt - White,KSh 506,"KSh 1,012",50%,4.5 out of 5(8)
Superfoam Paw Pet Dog And Cat Bed- All Sizes,"KSh 3,147 - KSh 9,579", , ,5 out of 5(4)
Malfy Malfy Gin Con Rosa - 750ml,"KSh 3,949","KSh 4,705",16%,4.9 out of 5(7)
Revlon ColorStayTM Crème Eye Shadow - 52g - Licorice,"KSh 1,981","KSh 2,605",24%,5 out of 5(1)
Aworky Limited Portable & Foldable Baby Bassinet/Sleeping Nest/ Cot/ Mosquito Net - Blue,KSh 999,"KSh 1,200",17%, 
"Gld 65"" Smart Vidaa OS Frameless Ultra HD LED Television - Black.","KSh 70,652","KSh 80,999",13%, 
Danny Home 6 Pc Classy Crystal Clear Short Whiskey Glass (Cb01-03),"KSh 1,200", , , 
Vision Plus Fast Charger - Black,KSh 825,"KSh 1,360",39%, 
Miniso Soft Interdental Brushes  42 Pcs,KSh 599, , , 
Nice & Lovely Glycerine Lotion 600ml,KSh 445, , ,4.5 out of 5(4)
Defacto Girl Casual Knitted Short - Black,KSh 405,"KSh 1,012",60%,5 out of 5(2)
Velvex Premium Kitchen Towel Pink Single Roll,KSh 195, , ,4.7 out of 5(22)
Go Turkey CREAM FRYING PAN,"KSh 3,870 - KSh 4,196","KSh 4,600 - KSh 5,900",29%,5 out of 5(1)
Lifebuoy Germ Protection Anti Bacterial Lemon Fresh Soap - 175g,KSh 250, , ,5 out of 5(1)
Adidas Tensaur Sport 2.0 CF I Infant Hook And Loop Shoes,"KSh 3,576","KSh 5,108",30%, 
biw biw Activated Bamboo Charcoal Mask,"KSh 1,995", , , 
Adidas W Lin Leg Women Leggings,"KSh 2,739","KSh 5,477",50%, 
Body Sculpture A Pair Of 5lb (2.25kg) Wrist/Ankle Weights,"KSh 2,900", , ,4.8 out of 5(4)
Aworky Limited Flower Vase / Plants Pot,KSh 749,KSh 999,25%,4 out of 5(11)
Revlon ColorStay Endless Glow™ Liquid Highlighter Gold,"KSh 3,110", , ,3.4 out of 5(7)
Kings KING PLUS ADULT CAT FOOD LAMB & RICE4KG,"KSh 3,393", , ,5 out of 5(1)
"Ramtons RF/246, Single Door Fridge, 90L - Blue","KSh 25,960", , ,4.4 out of 5(42)
Adidas Tensaur Sport 2.0 CF K Kids Hook And Loop Shoes,"KSh 4,348","KSh 6,211",30%,5 out of 5(5)
Revlon Ultra HD Matte Lip Color - HD Luster,"KSh 1,250","KSh 2,481",50%,3.8 out of 5(5)
Dr. Rashel Hyaluronic Acid Essence Cream - 50g - Blue & White,"KSh 1,200", , , 
Miniso Hairpin Hair Stick Fork,KSh 285, , ,5 out of 5(3)
Miniso Mickey Mouse Collection 2.0 Fork (Minnie Mouse) 8pcs,KSh 285, , , 
LASA Cube Timer Countdown Settings 15-20-30-60 Minutes,"KSh 1,794","KSh 1,950",8%, 
LASA USB C 3.1 Cable 1M Male To Female Extension,"KSh 1,150","KSh 1,200",4%, 
L'Oréal professionnel Scalp Advanced 2-in-1 Deep Purifier Clay Mask 500ml,"KSh 4,645", , ,5 out of 5(1)
LASA Tripod Phone Mount Holder Screw Rotatable Bracket,KSh 950, , ,4 out of 5(2)
Harpic Harpic Toilet Cleaner: Pine 1000ml,"KSh 1,150", , ,4.6 out of 5(12)
"Dettol Antibacterial Soap Cool, 175g",KSh 300, , ,4 out of 5(3)
Proline ADULT CAT FOOD- CHICKEN 0.4KG,KSh 720, , ,5 out of 5(2)
DAYA Adjustable Cycling Helmet,"KSh 1,200", , ,3.8 out of 5(17)
Revlon ColorStay™ Lipliner - Red,"KSh 1,450", , ,4.6 out of 5(5)
Boma Meat Grinder BM-7014 stainless steel 3L with a 300W Motor,"KSh 3,168", , , 
Boma AIR FRYER BM-880,"KSh 11,000", , ,5 out of 5(2)
L'Oréal professionnel L&rsquo;Or&eacute;al Professionnel Curl Expression  Definition Activator Leave In 250ML,"KSh 3,152", , ,3.7 out of 5(6)
Velvex Deep Colour Charcoal Black Napkins 38cm,KSh 305, , , 
Defacto Woman Traditional Regular Fit Round Collar Woven Short Sleeve Blouse - Pink,KSh 777,"KSh 1,941",60%,4.6 out of 5(9)
Defacto Boy Casual Regular Fit Crew Neck Knitted Short Sleeve T-Shirt - Green,KSh 506 - KSh 744,"KSh 744 - KSh 1,012",50%,5 out of 5(4)
Samsung Galaxy Watch 4 46mm - Black,"KSh 23,500", , , 
Sun King Solar Torch Light With Rechargeable Battery Multifunctional,"KSh 3,739","KSh 5,000",25%, 
Joerex Iron Darts With Brass Plating,KSh 750, , ,2.3 out of 5(4)
"Maybelline Lifter Gloss Hydrating Lip Gloss With Hyaluronic Acid, Sun","KSh 2,000", , ,4.7 out of 5(20)
"Rashnik 3PCS Aluminium Cookware Set, Non Stick 20cm, 22cm and 24cm (RN-4801)","KSh 4,560", , , 
Miniso Foldable Clothespin Hanger (Grey),KSh 359, , ,4.5 out of 5(4)
LASA 9-Cube Plastic Closet Cabinet Bookcase Shelving With Doors,"KSh 4,750","KSh 6,950",32%, 
Adidas Essentials Embroidered Linear Logo T-Shirt Men,"KSh 2,290","KSh 4,579",50%,5 out of 5(1)
Adidas Essentials Fleece 3-Stripes Men’s Sweatshirt,"KSh 6,426","KSh 9,180",30%, 
Adidas Runfalcon 3.0 K Kids Running Shoes,"KSh 4,820","KSh 6,885",30%,5 out of 5(1)
Aworky Limited Toilet Set - Velvet Grey,"KSh 1,349","KSh 1,500",10%,4.8 out of 5(9)
Foldable clothes drying rack,"KSh 4,600", , ,4.5 out of 5(17)
Temperature Sensing  Spoon And Fork  Set- BPA Free Multicolour,KSh 299,KSh 400,25%,4.2 out of 5(23)
"Mortein Mortein Doom PowerGuard Aiko 400ml Twinpack, Save Ksh500","KSh 2,100", , ,5 out of 5(1)
Aworky Limited Table Mat Size 4pcs.,KSh 599,KSh 950,37%, 
Vision Plus Fast Charger With Micro USB - Black,KSh 790,"KSh 1,360",42%, 
Legea Mondial Senior Unisex Stocking/Socks,KSh 620, , ,5 out of 5(2)
Bonnie Adult Cat Food – Salmon 1.5kg,"KSh 2,127", , ,5 out of 5(3)
U&I Divine Series 1 True Wireless Stereo Earbuds - Black/Red,"KSh 1,199","KSh 1,900",37%,5 out of 5(1)
Adidas Unisex Essentials Big Logo Cotton Tee,"KSh 2,290","KSh 3,271",30%, 
Aworky Limited Water Bottle,KSh 419,KSh 800,48%, 
Mara Vanilla Essential Oil- 30ml,"KSh 1,500", , ,3.9 out of 5(8)
LASA Square 86cm Folding Card Table - Black,"KSh 5,850","KSh 10,950",47%,5 out of 5(1)
Maybelline New York SuperStay Hybrid Powder - Foundation Shade 40,"KSh 2,650", , ,2 out of 5(1)
Sun King Pro400 Super Bright Solar Lamp,"KSh 5,300", , ,4.2 out of 5(26)
Velvex Deep Colour Sunshine Yellow Napkins 38cm,KSh 305, , , 
EDENBERG 12pcs Set Matt White + Black Color Handle,"KSh 16,380","KSh 16,800",3%,5 out of 5(2)
Revlon Ultra HD Matte Lip Color HD Intensity,"KSh 1,250","KSh 2,481",50%,1.7 out of 5(3)
"Revlon Ultra HD Matte Mousse Lip Color- 805, 100 Degrees","KSh 1,250","KSh 2,481",50%,3.9 out of 5(17)
"Ramtons RM/688-HOT, NORMAL AND COLD FREE STANDING WATER DISPENSER (1YR WRTY)","KSh 28,995", , ,4 out of 5(1)
LASA Box Of 40 Smooth T-Pen Black,"KSh 1,160","KSh 1,740",33%, 
EDENBERG Manual Meat Mincer (Eb-9203 No-10),"KSh 1,680", , , 
Miniso Ultra-Soft Toothbrushes with Fine Dense Bristles (2 pcs),KSh 359, , ,5 out of 5(1)
Revlon ColorStay Makeup Combination/Oily Skin SPF15 30ml- Tofee,"KSh 1,700","KSh 3,273",48%, 
Euroken KOLAV-M2102 Double 10 Inch KOLAV Outdoor Party High Quality Sound Rechargeable Pa Speaker,"KSh 16,054","KSh 22,500",29%, 
Fay Fay Cling Film 30cm x 15m,KSh 112,KSh 113,1%,4.7 out of 5(3)
Solarmax Solar Panel - 50W - 12volts -,"KSh 4,216","KSh 6,400",34%, 
Valon Valon Petroleum Jelly Aloe 250ml,KSh 314, , , 
Adidas M 3S SJ T MEN,"KSh 2,554","KSh 5,108",50%,5 out of 5(5)
Adidas Runfalcon 3.0 K Kids Elastic Lace Top Strap Shoes,"KSh 3,657","KSh 7,314",50%,5 out of 5(1)
Mizani Moisture Fusion Gentle PH Clarifying 500ml,"KSh 4,976", , ,4.5 out of 5(4)
Miniso Weather Series Reed Diffuser - Gentle Breeze,KSh 399, , ,3 out of 5(2)
Toilet Set Velvet Dark Pink,"KSh 1,500", , , 
Dr. Rashel Salicylic Acid Renewal Face Wash,KSh 720,KSh 900,20%,3 out of 5(2)
Superfoam Moderna Bedset,"KSh 25,263 - KSh 43,158", , , 
Ramtons RM/465-Professional Hair Dryer 1800W- Black (1YR WRTY),"KSh 4,200", , ,4.7 out of 5(38)
Body Sculpture A Pair Of 4kg Vinyl Dumbbell,"KSh 3,100", , ,4.8 out of 5(11)
U&I Bouncer Series Charging Cable - Black,KSh 166, , ,4 out of 5(1)
"Toshiba Canvio Basics 2TB Portable External Hard Drive USB 3.0, Black","KSh 11,470", , , 
Defacto Woman Casual Regular Fit Woven Long Sleeve Shirt - Black,"KSh 1,529","KSh 3,057",50%,5 out of 5(2)
Opm Vodka - 750ml,"KSh 1,100","KSh 1,300",15%,3 out of 5(1)
Revlon PhotoReady Insta-Fix Highlighting Stick 8.9g,"KSh 2,484","KSh 3,110",20%,3.6 out of 5(12)
Velvex Deep Colour Sunset Orange Napkins 33cm,KSh 250, , , 
Aworky Limited Absorbent Doormat,KSh 699,KSh 800,13%, 
Go Turkey Bathroom full set 5 pieces - White,"KSh 3,150","KSh 5,500",43%, 
Oraimo Data Cable Oraimo OCD-C53 2A 1M Black,KSh 380,KSh 600,37%,4.9 out of 5(9)
Maybelline Superstay Vinyl Ink 35 Cheeky,"KSh 2,795", , ,4.4 out of 5(5)
Wahl 5 - Star Series Balding Professional Hair Clipper,"KSh 8,900","KSh 10,500",15%,4 out of 5(4)
Miniso Twin Pack Nail Polish - 09,KSh 359, , , 
Miniso Nail Polish - Purple 2,KSh 159, , , 
Miniso Color Me Oil Based Nail Polish - R01 Red,KSh 259, , , 
Aworky Limited Door Mat(Tuftin),KSh 789 - KSh 999,"KSh 1,000 - KSh 1,200",21%,5 out of 5(1)
LASA 6-Drawer Storage - Black,"KSh 7,950","KSh 10,265",23%, 
Dr. Rashel AHA-BHA Miracle Renewal  Serum,KSh 800,"KSh 1,000",20%,3.2 out of 5(6)
LASA 2-Drawer Storage - Dark Grey,"KSh 3,150","KSh 5,465",42%, 
LASA Durable Pet Cover Hammock For Cars Suvs,"KSh 2,950", , ,5 out of 5(1)
LASA 6 Drawer Dresser Fabric Closet Organizer Storage Tower,"KSh 8,750","KSh 13,950",37%, 
Jbl Wave 200TWS Wireless In-Ear Headphones - Black,"KSh 9,775", , ,5 out of 5(1)
Rashnik RN-1449 Two Layer Cartoon Themed Food Flask,KSh 696, , , 
Adidas Tensaur Sport Training Lace Shoes Boys,"KSh 5,207","KSh 6,509",20%, 
Miniso Adventure Time- Micro Data Cable (Jake) .,KSh 514, , ,5 out of 5(1)
Sandisk Extreme Pro Micro SD 128GB Memory Card.,"KSh 4,500", , ,5 out of 5(1)
LASA 3 Tier Rustic Caster Trolley,"KSh 7,650","KSh 12,950",41%, 
Mara Pumpkin Powder 200g,KSh 700,KSh 900,22%,5 out of 5(1)
Led Down Light Generic 150W Solar Flood Light (1YR WRTY),"KSh 4,999","KSh 9,500",47%, 
Raspberry 27W USB-C Power Supply,"KSh 2,400", , , 
Adidas Cotton Graphic T-Shirt Boys,"KSh 1,832","KSh 3,429",47%,5 out of 5(1)
Itel ISS-31 3D Floating Shaver,"KSh 1,150","KSh 1,500",23%, 
Revlon Ultra HD Gel Lipcolor™- 755 Hd Adobe,"KSh 1,981", , ,3.9 out of 5(14)
LASA 3-Tier Metal Mesh Shelf Rolling Cart With Removable Handle,"KSh 4,950","KSh 5,950",17%, 
Huggies Huggies Baby Wipes All Over Clean,KSh 299,KSh 300,1%,4.2 out of 5(6)
Velvex Facial Tissue Silver 200 Sheets,KSh 305, , , 
L'Oréal professionnel L&rsquo;Or&eacute;al Professionnel Curl Expression Curls Reviver Leave In  190ML,"KSh 3,152", , ,2 out of 5(1)
Nice & Lovely Body Milk Lotion 400ml,KSh 295,KSh 365,19%,5 out of 5(1)
Miniso Flower Joy Series Reed Diffuser - Jasmine,KSh 529, , , 
Defacto Boy Casual Regular Fit V Neck Knitted Short Sleeve T-Shirt - Blue,KSh 490,KSh 979,50%,5 out of 5(6)
Rashnik Two layer blue cartoon themed food flask (RN-1459BLUE),KSh 696, , ,5 out of 5(1)
Adidas Advantage Shoes Men,"KSh 6,715","KSh 13,429",50%,4.4 out of 5(19)
EDENBERG 6 Pc Knife Set With Acrylic Stand And Rubber Handle (Eb-11006 Red),"KSh 1,680", , , 
"Ramtons RM/338 - Hot, Normal & Cold Free Standing Water Dispenser (1YR WRTY)","KSh 23,400", , ,5 out of 5(5)
Defacto Woman Casual Regular Fit Woven Long Sleeve Shirt - White,"KSh 1,337","KSh 3,343",60%,5 out of 5(1)
Portable & Foldable Baby Bassinet/Sleeping Nest/ Cot/ Mosquito Net - Blue,KSh 999,"KSh 1,000",1%,5 out of 5(2)
